# x_m,y_m
-1.1791682,-1.1637931
-1.1841681,-1.1637931
-1.1891679,-1.1637931
-1.1941677,-1.1637931
-1.1991676,-1.1637931
-1.2041674,-1.1637931
-1.2091672,-1.1637931
-1.2141671,-1.1637931
-1.2191669,-1.1637931
-1.2241667,-1.1637931
-1.2291666,-1.1637931
-1.2341664,-1.1637931
-1.2391663,-1.1637931
-1.2441661,-1.1637931
-1.2491659,-1.1637931
-1.2541517,-1.1637591
-1.2576885,-1.1602251
-1.2622188,-1.1590909
-1.2672186,-1.1590909
-1.2722185,-1.1590909
-1.2772183,-1.1590909
-1.2808806,-1.1558599
-1.2852714,-1.1543887
-1.2902712,-1.1543887
-1.2952710,-1.1543887
-1.3002709,-1.1543887
-1.3040727,-1.1514948
-1.3083239,-1.1496865
-1.3133237,-1.1496865
-1.3174371,-1.1475452
-1.3213768,-1.1449843
-1.3258877,-1.1438034
-1.3294298,-1.1402821
-1.3344297,-1.1402821
-1.3392522,-1.1398538
-1.3427890,-1.1363198
-1.3474825,-1.1355799
-1.3512396,-1.1325780
-1.3555356,-1.1308777
-1.3596902,-1.1288362
-1.3635886,-1.1261755
-1.3681409,-1.1250944
-1.3716777,-1.1215603
-1.3765915,-1.1213526
-1.3801283,-1.1178185
-1.3836651,-1.1142845
-1.3877477,-1.1120690
-1.3921157,-1.1105427
-1.3958008,-1.1073668
-1.4005663,-1.1068009
-1.4041031,-1.1032669
-1.4076399,-1.0997328
-1.4119068,-1.0979624
-1.4160906,-1.0959910
-1.4196274,-1.0924570
-1.4231642,-1.0889229
-1.4267010,-1.0853889
-1.4310661,-1.0838558
-1.4351516,-1.0816471
-1.4386884,-1.0781131
-1.4422252,-1.0745790
-1.4457620,-1.0710450
-1.4492988,-1.0675110
-1.4528356,-1.0639769
-1.4563724,-1.0604429
-1.4599092,-1.0569089
-1.4634460,-1.0533749
-1.4669828,-1.0498408
-1.4705196,-1.0463068
-1.4740564,-1.0427728
-1.4775932,-1.0392387
-1.4811300,-1.0357047
-1.4846669,-1.0321707
-1.4882037,-1.0286366
-1.4917405,-1.0251026
-1.4952773,-1.0215686
-1.4988141,-1.0180345
-1.5023509,-1.0145005
-1.5058877,-1.0109665
-1.5082353,-1.0069396
-1.5096350,-1.0025199
-1.5131718,-0.9989858
-1.5167086,-0.9954518
-1.5176471,-0.9908409
-1.5204560,-0.9870052
-1.5239928,-0.9834712
-1.5270588,-0.9797420
-1.5277401,-0.9750245
-1.5312769,-0.9714905
-1.5348137,-0.9679565
-1.5364706,-0.9636433
-1.5385611,-0.9595099
-1.5411765,-0.9555940
-1.5423084,-0.9510633
-1.5458453,-0.9475292
-1.5460558,-0.9426167
-1.5495926,-0.9390826
-1.5505882,-0.9344954
-1.5533400,-0.9306360
-1.5552941,-0.9264461
-1.5570873,-0.9221894
-1.5600000,-0.9183967
-1.5608347,-0.9137428
-1.5643715,-0.9102088
-1.5647059,-0.9053475
-1.5647926,-0.9003836
-1.5683294,-0.8968496
-1.5694118,-0.8922983
-1.5694118,-0.8872985
-1.5722873,-0.8834904
-1.5741176,-0.8792492
-1.5741176,-0.8742493
-1.5762452,-0.8701312
-1.5788235,-0.8662000
-1.5788235,-0.8612001
-1.5802031,-0.8567720
-1.5835294,-0.8531508
-1.5835294,-0.8481509
-1.5835294,-0.8431511
-1.5843715,-0.8385003
-1.5879083,-0.8349662
-1.5882353,-0.8301019
-1.5882353,-0.8251021
-1.5885399,-0.8202285
-1.5920767,-0.8166945
-1.5929412,-0.8120529
-1.5900583,-0.8082479
-1.5882353,-0.8040035
-1.5882353,-0.7990037
-1.5903702,-0.7948887
-1.5929412,-0.7909544
-1.5929412,-0.7859545
-1.5929412,-0.7809547
-1.5929412,-0.7759548
-1.5929412,-0.7709550
-1.5929412,-0.7659552
-1.5929412,-0.7609553
-1.5929412,-0.7559555
-1.5929412,-0.7509557
-1.5929412,-0.7459558
-1.5960125,-0.7422289
-1.5995493,-0.7386949
-1.6030861,-0.7351608
-1.6066229,-0.7316268
-1.6070588,-0.7268076
-1.6070588,-0.7218078
-1.6070588,-0.7168079
-1.6070588,-0.7118081
-1.6076757,-0.7070639
-1.6112125,-0.7035299
-1.6117647,-0.6987589
-1.6117647,-0.6937591
-1.6117647,-0.6887592
-1.6117647,-0.6837594
-1.6117647,-0.6787596
-1.6117647,-0.6737597
-1.6117647,-0.6687599
-1.6117647,-0.6637601
-1.6117647,-0.6587602
-1.6117647,-0.6537604
-1.6117647,-0.6487606
-1.6117647,-0.6437607
-1.6117647,-0.6387609
-1.6117647,-0.6337610
-1.6117647,-0.6287612
-1.6117647,-0.6237614
-1.6117647,-0.6187615
-1.6117647,-0.6137617
-1.6117647,-0.6087619
-1.6117647,-0.6037620
-1.6117647,-0.5987622
-1.6117647,-0.5937624
-1.6117647,-0.5887625
-1.6117647,-0.5837627
-1.6117647,-0.5787628
-1.6117647,-0.5737630
-1.6117647,-0.5687632
-1.6117647,-0.5637633
-1.6117647,-0.5587635
-1.6117647,-0.5537637
-1.6117647,-0.5487638
-1.6117647,-0.5437640
-1.6148343,-0.5400363
-1.6164706,-0.5357146
-1.6164706,-0.5307148
-1.6164706,-0.5257150
-1.6164706,-0.5207151
-1.6164706,-0.5157153
-1.6164706,-0.5107155
-1.6164706,-0.5057156
-1.6164706,-0.5007158
-1.6164706,-0.4957159
-1.6164706,-0.4907161
-1.6164706,-0.4857163
-1.6164706,-0.4807164
-1.6164706,-0.4757166
-1.6164706,-0.4707168
-1.6164706,-0.4657169
-1.6164706,-0.4607171
-1.6164706,-0.4557173
-1.6164706,-0.4507174
-1.6164706,-0.4457176
-1.6164706,-0.4407177
-1.6164706,-0.4357179
-1.6164706,-0.4307181
-1.6164706,-0.4257182
-1.6164706,-0.4207184
-1.6164706,-0.4157186
-1.6164706,-0.4107187
-1.6164706,-0.4057189
-1.6164706,-0.4007191
-1.6164706,-0.3957192
-1.6164706,-0.3907194
-1.6164706,-0.3857195
-1.6164706,-0.3807197
-1.6164706,-0.3757199
-1.6164706,-0.3707200
-1.6164706,-0.3657202
-1.6164706,-0.3607204
-1.6164706,-0.3557205
-1.6164706,-0.3507207
-1.6164706,-0.3457209
-1.6164706,-0.3407210
-1.6164706,-0.3357212
-1.6164706,-0.3307213
-1.6164706,-0.3257215
-1.6164706,-0.3207217
-1.6164706,-0.3157218
-1.6164706,-0.3107220
-1.6164706,-0.3057222
-1.6164706,-0.3007223
-1.6164706,-0.2957225
-1.6164706,-0.2907227
-1.6164706,-0.2857228
-1.6164706,-0.2807230
-1.6164706,-0.2757232
-1.6164706,-0.2707233
-1.6164706,-0.2657235
-1.6164706,-0.2607236
-1.6164706,-0.2557238
-1.6164706,-0.2507240
-1.6164706,-0.2457241
-1.6164706,-0.2407243
-1.6164706,-0.2357245
-1.6164706,-0.2307246
-1.6164706,-0.2257248
-1.6164706,-0.2207250
-1.6164706,-0.2157251
-1.6164706,-0.2107253
-1.6164706,-0.2057254
-1.6164706,-0.2007256
-1.6164706,-0.1957258
-1.6164706,-0.1907259
-1.6164706,-0.1857261
-1.6164706,-0.1807263
-1.6164706,-0.1757264
-1.6164706,-0.1707266
-1.6164706,-0.1657268
-1.6164706,-0.1607269
-1.6164706,-0.1557271
-1.6164706,-0.1507272
-1.6164706,-0.1457274
-1.6164706,-0.1407276
-1.6164706,-0.1357277
-1.6164706,-0.1307279
-1.6164706,-0.1257281
-1.6164706,-0.1207282
-1.6164706,-0.1157284
-1.6164706,-0.1107286
-1.6164706,-0.1057287
-1.6164706,-0.1007289
-1.6164706,-0.0957290
-1.6164706,-0.0907292
-1.6164706,-0.0857294
-1.6164706,-0.0807295
-1.6164706,-0.0757297
-1.6164706,-0.0707299
-1.6164706,-0.0657300
-1.6164706,-0.0607302
-1.6164706,-0.0557304
-1.6164706,-0.0507305
-1.6164706,-0.0457307
-1.6164706,-0.0407308
-1.6164706,-0.0357310
-1.6164706,-0.0307312
-1.6163399,-0.0258621
-1.6113400,-0.0258621
-1.6063402,-0.0258621
-1.6013403,-0.0258621
-1.5963405,-0.0258621
-1.5913407,-0.0258621
-1.5868952,-0.0272011
-1.5832876,-0.0305643
-1.5782878,-0.0305643
-1.5732880,-0.0305643
-1.5682881,-0.0305643
-1.5637031,-0.0315663
-1.5601663,-0.0351003
-1.5552352,-0.0352665
-1.5503387,-0.0355158
-1.5468019,-0.0390499
-1.5421824,-0.0399687
-1.5383512,-0.0427917
-1.5341293,-0.0446708
-1.5299006,-0.0465335
-1.5260763,-0.0493730
-1.5214500,-0.0502753
-1.5179132,-0.0538093
-1.5130234,-0.0540752
-1.5094625,-0.0575511
-1.5059257,-0.0610852
-1.5019172,-0.0634796
-1.4974751,-0.0648270
-1.4939383,-0.0683610
-1.4904015,-0.0718950
-1.4868647,-0.0754291
-1.4833279,-0.0789631
-1.4797911,-0.0824971
-1.4762543,-0.0860312
-1.4727175,-0.0895652
-1.4691807,-0.0930992
-1.4656439,-0.0966333
-1.4621071,-0.1001673
-1.4585703,-0.1037013
-1.4550335,-0.1072354
-1.4514967,-0.1107694
-1.4479599,-0.1143034
-1.4444231,-0.1178375
-1.4408863,-0.1213715
-1.4373495,-0.1249055
-1.4338127,-0.1284396
-1.4302758,-0.1319736
-1.4282353,-0.1361277
-1.4265285,-0.1404202
-1.4229917,-0.1439542
-1.4194549,-0.1474883
-1.4159181,-0.1510223
-1.4123813,-0.1545563
-1.4094118,-0.1583255
-1.4086339,-0.1630029
-1.4050971,-0.1665370
-1.4015603,-0.1700710
-1.3980235,-0.1736050
-1.3952941,-0.1774737
-1.3942762,-0.1820516
-1.3907394,-0.1855857
-1.3872026,-0.1891197
-1.3836658,-0.1926537
-1.3801290,-0.1961878
-1.3765922,-0.1997218
-1.3763816,-0.2046344
-1.3728448,-0.2081684
-1.3693080,-0.2117024
-1.3657712,-0.2152365
-1.3622344,-0.2187705
-1.3586976,-0.2223045
-1.3551608,-0.2258386
-1.3516240,-0.2293726
-1.3480872,-0.2329066
-1.3445504,-0.2364407
-1.3410136,-0.2399747
-1.3374768,-0.2435087
-1.3339400,-0.2470428
-1.3304032,-0.2505768
-1.3268664,-0.2541108
-1.3233295,-0.2576448
-1.3197927,-0.2611789
-1.3162559,-0.2647129
-1.3127191,-0.2682469
-1.3091823,-0.2717810
-1.3056455,-0.2753150
-1.3021087,-0.2788490
-1.2985719,-0.2823831
-1.2950351,-0.2859171
-1.2914983,-0.2894511
-1.2879615,-0.2929852
-1.2844247,-0.2965192
-1.2808879,-0.3000532
-1.2773511,-0.3035873
-1.2738143,-0.3071213
-1.2702775,-0.3106553
-1.2667407,-0.3141894
-1.2632039,-0.3177234
-1.2596671,-0.3212574
-1.2550162,-0.3221003
-1.2512165,-0.3249992
-1.2476797,-0.3285333
-1.2441428,-0.3320673
-1.2406060,-0.3356013
-1.2370692,-0.3391354
-1.2335324,-0.3426694
-1.2297505,-0.3456113
-1.2250818,-0.3464112
-1.2215450,-0.3499452
-1.2180082,-0.3534793
-1.2144714,-0.3570133
-1.2105912,-0.3597179
-1.2060208,-0.3607551
-1.2024840,-0.3642891
-1.1989472,-0.3678232
-1.1944851,-0.3691223
-1.1904965,-0.3715650
-1.1869597,-0.3750990
-1.1833789,-0.3785266
-1.1785091,-0.3788408
-1.1749723,-0.3823748
-1.1714355,-0.3859089
-1.1672728,-0.3879310
-1.1629849,-0.3896507
-1.1592198,-0.3926332
-1.1545343,-0.3933925
-1.1509975,-0.3969265
-1.1461669,-0.3973354
-1.1425468,-0.4006683
-1.1381139,-0.4020376
-1.1340962,-0.4044101
-1.1305594,-0.4079442
-1.1270076,-0.4114420
-1.1221088,-0.4116860
-1.1185720,-0.4152200
-1.1139547,-0.4161442
-1.1089549,-0.4161442
-1.1052075,-0.4191696
-1.1009019,-0.4208464
-1.0967569,-0.4229114
-1.0928488,-0.4255486
-1.0878490,-0.4255486
-1.0833925,-0.4268610
-1.0797959,-0.4302508
-1.0749418,-0.4306028
-1.0714050,-0.4341368
-1.0667431,-0.4349530
-1.0617432,-0.4349530
-1.0567434,-0.4349530
-1.0531268,-0.4382942
-1.0486904,-0.4396552
-1.0436905,-0.4396552
-1.0386907,-0.4396552
-1.0348485,-0.4424515
-1.0306376,-0.4443574
-1.0256378,-0.4443574
-1.0206380,-0.4443574
-1.0156381,-0.4443574
-1.0106383,-0.4443574
-1.0056385,-0.4443574
-1.0006386,-0.4443574
-0.9956388,-0.4443574
-0.9906390,-0.4443574
-0.9856391,-0.4443574
-0.9806393,-0.4443574
-0.9756394,-0.4443574
-0.9706396,-0.4443574
-0.9656398,-0.4443574
-0.9606399,-0.4443574
-0.9556401,-0.4443574
-0.9506403,-0.4443574
-0.9456404,-0.4443574
-0.9406406,-0.4443574
-0.9356408,-0.4443574
-0.9306409,-0.4443574
-0.9256411,-0.4443574
-0.9206413,-0.4443574
-0.9156414,-0.4443574
-0.9120030,-0.4410688
-0.9075884,-0.4396552
-0.9025885,-0.4396552
-0.8975887,-0.4396552
-0.8925889,-0.4396552
-0.8888109,-0.4367037
-0.8845358,-0.4349530
-0.8795360,-0.4349530
-0.8754465,-0.4327541
-0.8714830,-0.4302508
-0.8669958,-0.4290123
-0.8634299,-0.4255486
-0.8584301,-0.4255486
-0.8536314,-0.4250627
-0.8500946,-0.4215287
-0.8453772,-0.4208464
-0.8416440,-0.4177869
-0.8373242,-0.4161442
-0.8331933,-0.4140451
-0.8292711,-0.4114420
-0.8247427,-0.4103033
-0.8212059,-0.4067692
-0.8176691,-0.4032352
-0.8131650,-0.4020376
-0.8092185,-0.3994934
-0.8051120,-0.3973354
-0.8007679,-0.3957516
-0.7972310,-0.3922175
-0.7936942,-0.3886835
-0.7890059,-0.3879310
-0.7852436,-0.3849417
-0.7817068,-0.3814077
-0.7781700,-0.3778736
-0.7746332,-0.3743396
-0.7710964,-0.3708056
-0.7667934,-0.3691223
-0.7626458,-0.3670638
-0.7591090,-0.3635297
-0.7555722,-0.3599957
-0.7520354,-0.3564617
-0.7484986,-0.3529276
-0.7449618,-0.3493936
-0.7414250,-0.3458596
-0.7378882,-0.3423255
-0.7364706,-0.3379132
-0.7341408,-0.3338789
-0.7306040,-0.3303449
-0.7270672,-0.3268109
-0.7235304,-0.3232768
-0.7199936,-0.3197428
-0.7176471,-0.3157155
-0.7162462,-0.3112962
-0.7127094,-0.3077622
-0.7091726,-0.3042281
-0.7056358,-0.3006941
-0.7035294,-0.2965673
-0.7018885,-0.2922475
-0.6983517,-0.2887135
-0.6948149,-0.2851794
-0.6941176,-0.2804686
-0.6910675,-0.2767328
-0.6894118,-0.2724192
-0.6873202,-0.2682862
-0.6847059,-0.2643699
-0.6835728,-0.2598396
-0.6800360,-0.2563056
-0.6798255,-0.2513930
-0.6762887,-0.2478590
-0.6752941,-0.2432713
-0.6725413,-0.2394124
-0.6705882,-0.2352220
-0.6687940,-0.2309657
-0.6658824,-0.2271726
-0.6658824,-0.2221728
-0.6648361,-0.2176066
-0.6612993,-0.2140725
-0.6611765,-0.2091236
-0.6608782,-0.2042474
-0.6573414,-0.2007133
-0.6564706,-0.1960744
-0.6564706,-0.1910746
-0.6564706,-0.1860747
-0.6564706,-0.1810749
-0.6529624,-0.1775290
-0.6517647,-0.1730255
-0.6517647,-0.1680257
-0.6517647,-0.1630259
-0.6517647,-0.1580260
-0.6517647,-0.1530262
-0.6517647,-0.1480264
-0.6517647,-0.1430265
-0.6517647,-0.1380267
-0.6517647,-0.1330268
-0.6517647,-0.1280270
-0.6517647,-0.1230272
-0.6517647,-0.1180273
-0.6517647,-0.1130275
-0.6517647,-0.1080277
-0.6517647,-0.1030278
-0.6517647,-0.0980280
-0.6541463,-0.0940152
-0.6564706,-0.0899786
-0.6564706,-0.0849788
-0.6564706,-0.0799790
-0.6564706,-0.0749791
-0.6585253,-0.0708309
-0.6611765,-0.0669298
-0.6611765,-0.0619299
-0.6624832,-0.0574717
-0.6658824,-0.0538806
-0.6658824,-0.0488808
-0.6664411,-0.0441125
-0.6699779,-0.0405785
-0.6705882,-0.0358316
-0.6737253,-0.0321319
-0.6752941,-0.0277822
-0.6774726,-0.0236853
-0.6800000,-0.0197329
-0.6800000,-0.0147330
-0.6814305,-0.0103261
-0.6847059,-0.0066837
-0.6851779,-0.0018795
-0.6887147,0.0016546
-0.6922515,0.0051886
-0.6941176,0.0094150
-0.6959988,0.0136352
-0.6988235,0.0174644
-0.6997462,0.0220818
-0.7032830,0.0256159
-0.7068198,0.0291499
-0.7082353,0.0335631
-0.7105672,0.0375965
-0.7141040,0.0411305
-0.7176408,0.0446646
-0.7178513,0.0495771
-0.7213881,0.0531112
-0.7249249,0.0566452
-0.7284617,0.0601792
-0.7317647,0.0638102
-0.7322091,0.0686258
-0.7357459,0.0721599
-0.7392827,0.0756939
-0.7428195,0.0792279
-0.7463563,0.0827620
-0.7498931,0.0862960
-0.7505882,0.0910077
-0.7536404,0.0947426
-0.7571772,0.0982766
-0.7607141,0.1018107
-0.7642509,0.1053447
-0.7677877,0.1088787
-0.7713245,0.1124128
-0.7748613,0.1159468
-0.7783981,0.1194808
-0.7819349,0.1230149
-0.7854717,0.1265489
-0.7890085,0.1300829
-0.7925453,0.1336170
-0.7960821,0.1371510
-0.7996189,0.1406850
-0.8031557,0.1442191
-0.8066925,0.1477531
-0.8102293,0.1512871
-0.8137661,0.1548211
-0.8173029,0.1583552
-0.8208397,0.1618892
-0.8257002,0.1622257
-0.8292903,0.1656310
-0.8328271,0.1691651
-0.8363639,0.1726991
-0.8399008,0.1762331
-0.8448146,0.1764409
-0.8483514,0.1799749
-0.8518882,0.1835090
-0.8554250,0.1870430
-0.8590190,0.1904389
-0.8638756,0.1907848
-0.8674124,0.1943188
-0.8709492,0.1978529
-0.8751251,0.1998433
-0.8793998,0.2015947
-0.8829366,0.2051287
-0.8864734,0.2086627
-0.8912311,0.2092476
-0.8949241,0.2124045
-0.8984609,0.2159386
-0.9023374,0.2186520
-0.9069115,0.2196804
-0.9104483,0.2232144
-0.9153621,0.2234222
-0.9188989,0.2269562
-0.9234433,0.2280564
-0.9273496,0.2306980
-0.9314963,0.2327586
-0.9358002,0.2344398
-0.9395494,0.2374608
-0.9442508,0.2381816
-0.9477876,0.2417157
-0.9526022,0.2421630
-0.9576021,0.2421630
-0.9611520,0.2456653
-0.9656551,0.2468652
-0.9696027,0.2494071
-0.9737082,0.2515674
-0.9780533,0.2531489
-0.9817612,0.2562696
-0.9867610,0.2562696
-0.9914177,0.2570985
-0.9949545,0.2606325
-0.9998139,0.2609718
-1.0034052,0.2643743
-1.0078670,0.2656740
-1.0118558,0.2681161
-1.0159200,0.2703762
-1.0203064,0.2718579
-1.0239730,0.2750784
-1.0289729,0.2750784
-1.0336709,0.2758075
-1.0372077,0.2793415
-1.0420257,0.2797806
-1.0456583,0.2830833
-1.0500788,0.2844828
-1.0541089,0.2868251
-1.0581318,0.2891850
-1.0631317,0.2891850
-1.0674734,0.2907747
-1.0711847,0.2938871
-1.0759240,0.2945165
-1.0794608,0.2980506
-1.0842376,0.2985893
-1.0892374,0.2985893
-1.0928252,0.3020001
-1.0972905,0.3032915
-1.1012759,0.3057419
-1.1053435,0.3079937
-1.1097265,0.3094838
-1.1133965,0.3126959
-1.1181771,0.3132256
-1.1217139,0.3167596
-1.1264494,0.3173981
-1.1301645,0.3205014
-1.1345024,0.3221003
-1.1395023,0.3221003
-1.1435290,0.3244510
-1.1475553,0.3268025
-1.1519796,0.3281928
-1.1556084,0.3315047
-1.1604302,0.3319346
-1.1639670,0.3354686
-1.1686612,0.3362069
-1.1736611,0.3362069
-1.1773315,0.3394182
-1.1817141,0.3409091
-1.1857821,0.3431600
-1.1897672,0.3456113
-1.1942327,0.3469018
-1.1978202,0.3503135
-1.2028200,0.3503135
-1.2075972,0.3508514
-1.2111340,0.3543854
-1.2158729,0.3550157
-1.2195846,0.3581272
-1.2239259,0.3597179
-1.2280352,0.3618691
-1.2319790,0.3644201
-1.2364859,0.3656109
-1.2400320,0.3691223
-1.2450319,0.3691223
-1.2498503,0.3695604
-1.2533871,0.3730945
-1.2580847,0.3738245
-1.2618377,0.3768363
-1.2661378,0.3785266
-1.2702883,0.3805781
-1.2741908,0.3832288
-1.2791907,0.3832288
-1.2836528,0.3845277
-1.2872437,0.3879310
-1.2921034,0.3882695
-1.2956402,0.3918035
-1.3002966,0.3926332
-1.3040908,0.3955453
-1.3083496,0.3973354
-1.3125415,0.3992871
-1.3164026,0.4020376
-1.3214025,0.4020376
-1.3259059,0.4032367
-1.3294555,0.4067398
-1.3343565,0.4069785
-1.3378933,0.4105125
-1.3425084,0.4114420
-1.3463440,0.4142544
-1.3505614,0.4161442
-1.3555613,0.4161442
-1.3597084,0.4182039
-1.3636143,0.4208464
-1.3681590,0.4219457
-1.3716958,0.4254798
-1.3766097,0.4256876
-1.3801465,0.4292216
-1.3847202,0.4302508
-1.3897201,0.4302508
-1.3935109,0.4331712
-1.3977731,0.4349530
-1.4019615,0.4369130
-1.4058261,0.4396552
-1.4104122,0.4406548
-1.4139490,0.4441888
-1.4188790,0.4443574
-1.4237766,0.4446044
-1.4273134,0.4481384
-1.4319319,0.4490596
-1.4357640,0.4518802
-1.4399849,0.4537618
-1.4442147,0.4556220
-1.4480380,0.4584639
-1.4526653,0.4593638
-1.4562021,0.4628979
-1.4610909,0.4631661
-1.4660297,0.4633134
-1.4695665,0.4668474
-1.4741437,0.4678683
-1.4780172,0.4705892
-1.4821968,0.4725705
-1.4864678,0.4743310
-1.4902498,0.4772727
-1.4949184,0.4780729
-1.4984552,0.4816069
-1.5033027,0.4819749
-1.5069058,0.4853487
-1.5113557,0.4866771
-1.5153565,0.4890905
-1.5194088,0.4913793
-1.5238071,0.4928323
-1.5273439,0.4963663
-1.5308807,0.4999004
-1.5344175,0.5034344
-1.5379543,0.5069684
-1.5414911,0.5105025
-1.5450279,0.5140365
-1.5485647,0.5175705
-1.5521015,0.5211046
-1.5556383,0.5246386
-1.5591751,0.5281726
-1.5600000,0.5328306
-1.5600000,0.5378304
-1.5600000,0.5428303
-1.5633436,0.5464444
-1.5647059,0.5508796
-1.5647059,0.5558795
-1.5647059,0.5608793
-1.5647059,0.5658791
-1.5647059,0.5708790
-1.5679331,0.5745413
-1.5694118,0.5789283
-1.5694118,0.5839282
-1.5694118,0.5889280
-1.5694118,0.5939278
-1.5694118,0.5989277
-1.5694118,0.6039275
-1.5694118,0.6089273
-1.5694118,0.6139272
-1.5694118,0.6189270
-1.5694118,0.6239268
-1.5694118,0.6289267
-1.5694118,0.6339265
-1.5694118,0.6389264
-1.5694118,0.6439262
-1.5694118,0.6489260
-1.5694118,0.6539259
-1.5694118,0.6589257
-1.5694118,0.6639255
-1.5694118,0.6689254
-1.5694118,0.6739252
-1.5694118,0.6789250
-1.5694118,0.6839249
-1.5694118,0.6889247
-1.5694118,0.6939246
-1.5694118,0.6989244
-1.5694118,0.7039242
-1.5694118,0.7089241
-1.5694118,0.7139239
-1.5694118,0.7189237
-1.5694118,0.7239236
-1.5694118,0.7289234
-1.5694118,0.7339232
-1.5694118,0.7389231
-1.5694118,0.7439229
-1.5694118,0.7489228
-1.5694118,0.7539226
-1.5694118,0.7589224
-1.5694118,0.7639223
-1.5694118,0.7689221
-1.5694118,0.7739219
-1.5694118,0.7789218
-1.5694118,0.7839216
-1.5694118,0.7889214
-1.5694118,0.7939213
-1.5694118,0.7989211
-1.5694118,0.8039210
-1.5694118,0.8089208
-1.5694118,0.8139206
-1.5694118,0.8189205
-1.5694118,0.8239203
-1.5694118,0.8289201
-1.5694118,0.8339200
-1.5694118,0.8389198
-1.5694118,0.8439196
-1.5694118,0.8489195
-1.5694118,0.8539193
-1.5694118,0.8589192
-1.5694118,0.8639190
-1.5694118,0.8689188
-1.5694118,0.8739187
-1.5694118,0.8789185
-1.5694118,0.8839183
-1.5694118,0.8889182
-1.5694118,0.8939180
-1.5694118,0.8989178
-1.5694118,0.9039177
-1.5694118,0.9089175
-1.5694118,0.9139174
-1.5694118,0.9189172
-1.5694118,0.9239170
-1.5694118,0.9289169
-1.5694118,0.9339167
-1.5694118,0.9389165
-1.5694118,0.9439164
-1.5694118,0.9489162
-1.5694118,0.9539160
-1.5694118,0.9589159
-1.5694118,0.9639157
-1.5694118,0.9689156
-1.5694118,0.9739154
-1.5694118,0.9789152
-1.5694118,0.9839151
-1.5694118,0.9889149
-1.5694118,0.9939147
-1.5694118,0.9989146
-1.5694118,1.0039144
-1.5694118,1.0089142
-1.5694118,1.0139141
-1.5694118,1.0189139
-1.5694118,1.0239138
-1.5694118,1.0289136
-1.5694118,1.0339134
-1.5694118,1.0389133
-1.5694118,1.0439131
-1.5694118,1.0489129
-1.5694118,1.0539128
-1.5694118,1.0589126
-1.5694118,1.0639124
-1.5694118,1.0689123
-1.5694118,1.0739121
-1.5694118,1.0789119
-1.5694118,1.0839118
-1.5694118,1.0889116
-1.5694118,1.0939115
-1.5694118,1.0989113
-1.5694118,1.1039111
-1.5694118,1.1089110
-1.5694118,1.1139108
-1.5694118,1.1189106
-1.5694118,1.1239105
-1.5694118,1.1289103
-1.5694118,1.1339101
-1.5694118,1.1389100
-1.5694118,1.1439098
-1.5694118,1.1489097
-1.5694118,1.1539095
-1.5694118,1.1589093
-1.5694118,1.1639092
-1.5694118,1.1689090
-1.5694118,1.1739088
-1.5694118,1.1789087
-1.5694118,1.1839085
-1.5694118,1.1889083
-1.5680664,1.1933506
-1.5645296,1.1968846
-1.5609928,1.2004187
-1.5564036,1.2014107
-1.5514038,1.2014107
-1.5464039,1.2014107
-1.5414041,1.2014107
-1.5364043,1.2014107
-1.5314044,1.2014107
-1.5264046,1.2014107
-1.5214048,1.2014107
-1.5164049,1.2014107
-1.5114051,1.2014107
-1.5064052,1.2014107
-1.5014054,1.2014107
-1.4964056,1.2014107
-1.4914057,1.2014107
-1.4864059,1.2014107
-1.4814061,1.2014107
-1.4764062,1.2014107
-1.4714064,1.2014107
-1.4664066,1.2014107
-1.4614067,1.2014107
-1.4564069,1.2014107
-1.4514070,1.2014107
-1.4464072,1.2014107
-1.4414074,1.2014107
-1.4364075,1.2014107
-1.4314077,1.2014107
-1.4264079,1.2014107
-1.4214080,1.2014107
-1.4164082,1.2014107
-1.4114084,1.2014107
-1.4064085,1.2014107
-1.4014087,1.2014107
-1.3964088,1.2014107
-1.3914090,1.2014107
-1.3864092,1.2014107
-1.3814093,1.2014107
-1.3764095,1.2014107
-1.3714097,1.2014107
-1.3664098,1.2014107
-1.3614100,1.2014107
-1.3564102,1.2014107
-1.3514103,1.2014107
-1.3464105,1.2014107
-1.3414106,1.2014107
-1.3364108,1.2014107
-1.3314110,1.2014107
-1.3264111,1.2014107
-1.3214113,1.2014107
-1.3164115,1.2014107
-1.3114116,1.2014107
-1.3064118,1.2014107
-1.3014120,1.2014107
-1.2964121,1.2014107
-1.2914123,1.2014107
-1.2864124,1.2014107
-1.2814126,1.2014107
-1.2764128,1.2014107
-1.2714129,1.2014107
-1.2664131,1.2014107
-1.2614133,1.2014107
-1.2564134,1.2014107
-1.2514136,1.2014107
-1.2464138,1.2014107
-1.2414139,1.2014107
-1.2364141,1.2014107
-1.2314142,1.2014107
-1.2264144,1.2014107
-1.2214146,1.2014107
-1.2164147,1.2014107
-1.2114149,1.2014107
-1.2064151,1.2014107
-1.2014152,1.2014107
-1.1964154,1.2014107
-1.1914156,1.2014107
-1.1864157,1.2014107
-1.1814159,1.2014107
-1.1764160,1.2014107
-1.1714162,1.2014107
-1.1664164,1.2014107
-1.1614165,1.2014107
-1.1564167,1.2014107
-1.1514169,1.2014107
-1.1464170,1.2014107
-1.1414172,1.2014107
-1.1364174,1.2014107
-1.1314175,1.2014107
-1.1264177,1.2014107
-1.1214179,1.2014107
