# x_m,y_m
0.3537102,-1.0760340
0.3501734,-1.0795681
0.3466366,-1.0831021
0.3430998,-1.0866361
0.3395630,-1.0901702
0.3360262,-1.0937042
0.3324894,-1.0972382
0.3289526,-1.1007723
0.3254158,-1.1043063
0.3218790,-1.1078403
0.3183422,-1.1113744
0.3148054,-1.1149084
0.3105767,-1.1167712
0.3063548,-1.1186502
0.3028180,-1.1221842
0.2992812,-1.1257183
0.2957444,-1.1292523
0.2922076,-1.1327863
0.2883642,-1.1355799
0.2837569,-1.1365281
0.2802201,-1.1400622
0.2766833,-1.1435962
0.2722582,-1.1449843
0.2682327,-1.1473380
0.2646959,-1.1508720
0.2611519,-1.1543887
0.2562453,-1.1546138
0.2527085,-1.1581479
0.2480990,-1.1590909
0.2442579,-1.1618897
0.2400460,-1.1637931
0.2358072,-1.1656315
0.2319930,-1.1684953
0.2273566,-1.1693733
0.2238198,-1.1729073
0.2189401,-1.1731975
0.2153692,-1.1766491
0.2108870,-1.1778997
0.2069186,-1.1803909
0.2028340,-1.1826019
0.1978342,-1.1826019
0.1935541,-1.1843405
0.1897811,-1.1873041
0.1847813,-1.1873041
0.1797815,-1.1873041
0.1747816,-1.1873041
0.1703620,-1.1887057
0.1667286,-1.1920063
0.1617287,-1.1920063
0.1567289,-1.1920063
0.1517291,-1.1920063
0.1467292,-1.1920063
0.1417294,-1.1920063
0.1367296,-1.1920063
0.1317297,-1.1920063
0.1267299,-1.1920063
0.1217301,-1.1920063
0.1167302,-1.1920063
0.1117304,-1.1920063
0.1067305,-1.1920063
0.1017307,-1.1920063
0.0967309,-1.1920063
0.0917409,-1.1919825
0.0882041,-1.1884484
0.0836780,-1.1873041
0.0786782,-1.1873041
0.0736783,-1.1873041
0.0699258,-1.1842911
0.0656253,-1.1826019
0.0606255,-1.1826019
0.0565614,-1.1803415
0.0525724,-1.1778997
0.0481108,-1.1765997
0.0445194,-1.1731975
0.0396601,-1.1728579
0.0361233,-1.1693239
0.0314665,-1.1684953
0.0276727,-1.1655820
0.0234135,-1.1637931
0.0192221,-1.1618402
0.0153604,-1.1590909
0.0107714,-1.1580984
0.0072346,-1.1545644
0.0023208,-1.1543566
-0.0012160,-1.1508226
-0.0047528,-1.1472886
-0.0087987,-1.1449843
-0.0132034,-1.1435468
-0.0167402,-1.1400127
-0.0202770,-1.1364787
-0.0249048,-1.1355799
-0.0287276,-1.1327369
-0.0322644,-1.1292028
-0.0358012,-1.1256688
-0.0393380,-1.1221348
-0.0428749,-1.1186008
